on_time_delivery,delivery_priority,delivery_type,warehouse_type,customer_calls,customer_review,product_cost,prior_purchases,gender,discount_offered,weight_lbs
1,medium,Ship,B,3,1,167,3,M,10,9.57
1,medium,Ship,C,3,5,246,3,M,1,12.46
1,medium,Ship,F,5,1,139,3,F,1,13.12
0,low,Ship,D,5,1,150,4,F,1,11.24
0,medium,Ship,F,3,3,151,3,F,1,11.68
0,low,Ship,A,4,1,186,3,F,6,10.49
0,low,Ship,B,3,4,250,3,M,6,12.27
1,medium,Ship,C,4,1,162,3,M,6,9.57
0,medium,Ship,F,5,3,135,3,F,5,9.89
1,medium,Ship,D,3,1,238,2,M,5,9.6
1,low,Ship,F,6,5,167,2,M,10,8.85
1,medium,Ship,A,4,1,269,5,M,3,10
1,medium,Ship,B,4,2,187,2,M,7,9.85
1,high,Ship,C,3,3,241,2,M,2,10.66
1,medium,Ship,F,3,2,168,3,M,10,10.98
1,low,Ship,D,4,4,273,2,M,1,12.7
1,low,Ship,F,4,3,257,3,M,8,9.8
1,low,Ship,A,5,1,205,2,F,3,12.53
1,low,Ship,B,4,1,260,5,M,1,12.26
0,medium,Ship,C,2,1,207,3,F,10,11.89
0,medium,Ship,F,3,1,202,2,M,7,10.14
1,low,Ship,D,5,1,224,3,M,7,12.94
0,low,Ship,F,5,1,193,2,M,8,11.43
1,low,Ship,A,5,3,199,3,F,3,10.77
1,low,Ship,B,4,3,187,4,M,9,12.56
1,low,Ship,C,5,2,208,3,M,6,10.46
0,medium,Ship,F,3,5,228,2,F,3,11.48
0,medium,Ship,D,3,3,160,4,F,7,11.35
0,medium,Ship,F,3,1,195,3,F,3,13.14
0,medium,Ship,A,3,4,240,2,F,2,12.48
0,medium,Ship,B,2,2,271,4,M,9,8.96
0,low,Ship,C,4,1,236,3,F,8,9.07
0,medium,Ship,F,3,2,199,4,F,1,12.48
0,low,Ship,D,3,1,246,2,F,9,10.91
1,low,Ship,F,3,1,250,4,F,8,8.88
1,low,Ship,A,4,1,188,2,M,10,11.21
0,low,Ship,B,3,2,256,3,M,1,10.87
1,medium,Ship,C,3,5,147,3,M,8,11.62
0,low,Ship,F,3,3,234,3,F,6,12.46
1,low,Ship,D,3,1,247,4,F,8,11.85
0,low,Ship,F,5,1,267,4,M,5,12.77
1,high,Ship,A,6,5,246,5,F,3,10.27
1,low,Ship,B,4,1,284,4,F,4,10.57
1,medium,Ship,C,3,3,142,6,F,2,12.67
0,medium,Ship,F,3,1,132,2,M,2,9.1
1,high,Ship,D,3,5,252,2,M,4,9.03
0,high,Ship,F,4,1,243,3,F,5,13.2
0,low,Ship,A,6,4,281,3,F,7,11.42
1,low,Ship,B,3,5,142,2,M,6,13.17
0,low,Ship,C,3,1,209,2,F,2,10.7
1,medium,Ship,F,3,3,157,4,F,7,9.89
1,low,Ship,D,5,1,267,3,M,7,12.76
1,low,Ship,F,5,5,177,5,F,1,9.65
0,medium,Ship,A,4,3,214,2,F,6,9.58
1,low,Ship,B,4,3,247,3,F,4,10.94
1,low,Ship,C,3,1,268,4,M,10,11.52
1,medium,Ship,F,5,3,242,3,F,6,11.05
0,low,Ship,D,2,4,176,3,M,1,9.94
0,medium,Ship,F,5,5,231,3,F,10,11.82
1,medium,Ship,A,3,5,124,2,M,1,12.59
1,low,Ship,B,3,2,179,3,M,4,9.04
1,low,Ship,C,4,3,207,3,F,7,9.3
1,medium,Ship,F,4,2,128,3,M,7,12.51
0,medium,Ship,D,3,5,167,2,F,8,11.21
1,medium,Ship,F,3,2,243,4,M,5,10.3
0,low,Ship,A,4,5,252,4,F,6,10.99
1,medium,Ship,B,4,1,202,2,M,10,11.97
1,medium,Ship,C,4,3,241,2,M,3,10.22
1,medium,Ship,F,4,5,182,2,F,10,11.24
1,low,Ship,D,2,2,156,3,F,5,12.41
1,low,Road,F,4,4,266,3,F,6,12.69
0,low,Road,A,4,1,228,3,F,9,10.31
1,low,Road,B,4,5,210,4,M,3,11.98
0,medium,Road,C,3,5,135,2,M,7,11.75
1,medium,Road,F,4,5,248,2,M,4,10.56
0,medium,Road,D,3,3,227,3,M,3,12.44
1,medium,Road,F,3,2,257,3,M,2,12.09
0,low,Road,A,4,5,199,3,M,2,9.84
0,low,Road,B,4,3,232,2,M,1,11.9
0,low,Road,C,5,1,258,6,F,7,9.58
0,medium,Road,F,5,1,268,3,F,5,12.48
0,low,Road,D,3,4,260,5,M,2,9.83
1,medium,Road,F,4,2,190,2,F,1,8.86
1,medium,Road,A,5,5,176,3,F,8,11.76
0,low,Road,B,3,2,227,2,M,10,11.91
0,medium,Road,C,6,4,150,5,F,8,10.38
0,high,Road,F,3,2,160,2,M,4,9.65
1,medium,Road,D,6,3,113,2,F,4,11.31
0,low,Road,F,5,1,145,3,F,5,11.07
1,low,Road,A,4,4,206,3,M,2,12.28
1,low,Road,B,3,1,207,3,F,5,10.24
0,medium,Road,C,3,3,133,2,M,8,9.35
1,low,Flight,F,3,5,261,3,F,10,9.31
0,medium,Flight,D,4,1,194,2,F,1,9.26
1,medium,Flight,F,3,1,244,3,M,6,8.96
0,low,Flight,A,4,5,150,3,M,5,9.95
1,low,Flight,B,3,1,267,2,M,7,9.89
0,medium,Flight,C,3,2,251,2,F,4,8.98
1,low,Flight,F,4,2,185,3,M,8,9.53
0,low,Flight,D,2,1,112,5,F,1,10.02
0,medium,Flight,F,3,2,264,4,M,1,10.75
1,low,Flight,A,5,4,274,3,M,1,11.06
1,medium,Flight,B,4,5,234,3,F,10,9.27
0,medium,Flight,C,3,1,157,2,M,7,12.26
0,medium,Flight,F,6,1,247,6,F,6,10.34
1,high,Flight,D,5,1,179,2,M,8,11.69
1,medium,Flight,F,3,1,202,2,F,10,9.73
0,medium,Flight,A,4,2,148,2,M,3,10.25
0,medium,Flight,B,5,1,183,6,F,2,11.2
1,medium,Flight,C,3,2,229,3,M,9,9.9
1,low,Flight,F,3,4,196,4,M,5,10.47
1,low,Flight,D,3,3,264,3,F,6,12.09
0,medium,Flight,F,3,2,233,4,M,1,12.98
0,low,Flight,A,3,1,166,2,F,7,9.65
0,low,Ship,B,5,3,185,2,M,2,11.95
1,low,Ship,C,3,5,184,3,F,2,9.61
1,low,Ship,F,6,3,98,6,M,9,10.55
1,high,Ship,D,3,2,177,2,F,7,10.5
0,low,Ship,F,3,5,193,2,F,10,12.73
0,medium,Ship,A,3,3,165,2,M,1,10.51
1,low,Ship,B,4,4,183,4,F,6,10.06
0,low,Ship,C,4,4,161,3,M,2,11.59
0,low,Ship,F,2,1,238,2,F,4,11.01
1,low,Ship,D,3,5,191,4,M,4,8.84
0,low,Ship,F,3,2,165,3,M,6,12.44
0,medium,Ship,A,3,5,233,2,M,1,10.83
1,medium,Ship,B,4,1,234,2,M,4,11.17
0,medium,Ship,C,4,1,252,3,M,4,12.21
0,low,Ship,F,3,1,155,3,F,9,12.21
0,medium,Ship,D,3,5,269,8,M,8,9.84
0,low,Ship,F,4,5,224,2,M,8,12.94
0,medium,Ship,A,5,3,230,3,F,7,10.68
0,low,Ship,B,4,5,253,3,F,9,9.27
0,low,Ship,C,5,2,181,3,M,4,9.53
0,high,Ship,F,4,2,233,4,F,1,9.52
1,medium,Ship,D,4,1,243,5,F,1,10.19
1,medium,Ship,F,5,4,271,2,F,6,10.58
1,low,Ship,A,4,3,134,4,F,5,9.94
1,high,Ship,B,3,5,154,10,F,10,11.64
0,low,Ship,C,6,1,222,8,M,2,10.83
1,medium,Ship,F,3,4,251,10,F,2,9.56
0,low,Ship,D,4,3,239,3,M,10,8.86
0,low,Ship,F,5,4,211,3,M,9,10.82
1,low,Ship,A,3,4,195,10,M,5,13.12
0,medium,Ship,B,4,4,224,10,F,9,9.15
1,medium,Ship,C,4,5,144,8,F,2,10.93
0,high,Ship,F,4,2,167,4,M,5,11.57
1,medium,Ship,D,3,1,188,4,F,8,12.97
1,medium,Ship,F,2,4,245,2,F,3,12.9
0,high,Ship,A,2,5,212,2,F,3,9.68
1,low,Ship,B,3,3,240,3,F,5,10.78
0,medium,Ship,C,5,2,226,5,M,5,2.92
1,low,Ship,F,6,5,278,4,M,2,2.57
0,medium,Ship,D,4,2,232,5,F,4,3.93
0,low,Ship,F,6,3,287,4,M,3,4.02
1,low,Ship,A,4,4,228,5,F,1,3.94
0,low,Ship,B,5,4,232,5,M,10,3.33
1,low,Ship,C,6,5,308,4,M,8,2.57
1,low,Ship,F,7,4,287,4,M,9,3.68
0,medium,Ship,D,6,4,246,4,M,3,4.08
0,low,Ship,F,4,5,262,6,M,10,2.55
0,low,Ship,A,6,1,275,4,M,7,3.9
0,medium,Ship,B,5,1,236,5,F,3,3.75
1,medium,Ship,C,5,4,221,6,M,6,3.28
1,low,Ship,F,5,1,271,5,F,5,4.12
1,low,Ship,D,4,4,229,5,M,7,2.31
0,high,Ship,F,3,2,177,2,M,9,10.25
1,low,Ship,A,3,2,193,2,M,3,10.58
0,medium,Ship,B,3,4,165,2,M,1,12.67
0,low,Ship,C,4,5,183,4,M,3,12.97
0,low,Ship,F,4,2,161,3,F,8,9.66
1,low,Ship,D,2,5,238,2,F,6,11.74
1,low,Ship,F,3,5,191,4,M,2,11.41
0,low,Ship,A,3,1,165,3,M,10,12.84
0,medium,Ship,B,3,5,233,2,F,2,9.24
0,medium,Ship,C,4,4,234,2,F,8,12.66
1,medium,Ship,F,4,3,252,3,F,10,12.79
1,low,Ship,D,3,2,155,3,M,1,12.63
0,medium,Ship,F,3,1,269,8,F,4,9.46
1,low,Ship,A,4,1,224,2,F,6,9.82
0,medium,Ship,B,5,4,230,3,M,6,9.39
0,low,Ship,C,4,5,253,3,F,1,11.91
0,low,Ship,F,5,1,181,3,F,3,11.28
0,high,Ship,D,4,2,233,4,F,6,11.59
0,medium,Ship,F,4,4,243,5,M,10,9.6
1,medium,Ship,A,5,5,271,2,M,6,10.56
1,low,Ship,B,4,3,134,4,M,8,10.76
1,high,Ship,C,3,2,154,10,F,8,12.81
1,low,Ship,F,6,4,222,8,F,1,12.8
0,medium,Ship,D,3,5,251,10,M,9,13.14
1,low,Ship,F,4,5,239,3,M,6,11.36
1,low,Ship,A,5,1,211,3,M,7,12.33
0,low,Ship,B,3,2,195,10,F,9,9.38
1,medium,Ship,C,4,5,224,10,F,7,9.97
1,medium,Ship,F,4,4,144,8,M,6,9.68
0,high,Ship,D,4,1,167,4,M,7,11.61
1,medium,Ship,F,3,3,188,4,M,1,9.47
0,medium,Ship,A,2,4,245,2,F,10,11.88
0,high,Ship,B,2,1,212,2,F,8,9.1
0,low,Ship,C,3,5,240,3,F,6,12.44
0,medium,Ship,F,5,1,226,5,M,3,3.11
0,low,Ship,D,6,3,278,4,F,9,3.02
0,medium,Ship,F,4,1,232,5,M,8,4.28
0,low,Ship,A,6,5,287,4,M,8,3.23
1,low,Ship,B,4,5,228,5,M,5,3.03
0,low,Ship,C,5,5,232,5,M,1,2.48
0,low,Ship,F,6,5,308,4,M,4,2.65
0,low,Road,D,7,1,287,4,M,1,3.66
0,medium,Road,F,6,5,246,4,M,2,3.49
1,low,Road,A,4,1,262,6,F,3,4.03
0,low,Road,B,6,5,275,4,F,6,4.13
0,medium,Road,C,5,3,236,5,M,10,3.59
1,medium,Road,F,5,2,221,6,M,4,4.3
1,low,Road,D,5,4,228,5,F,9,3.41
1,low,Road,F,4,5,234,5,F,1,4.39
0,low,Road,A,5,1,242,5,M,9,3.9
0,low,Road,B,7,1,307,4,F,8,2.95
0,low,Road,C,6,3,260,4,M,4,2.99
0,low,Road,F,4,5,239,5,M,7,3.04
0,low,Road,D,6,4,305,4,F,1,3.05
0,low,Road,F,5,2,254,6,F,5,4.3
1,low,Road,A,2,1,258,5,F,9,3.41
0,low,Road,B,5,3,267,6,M,10,2.26
0,low,Road,C,4,2,246,5,F,10,3.79
1,low,Road,F,4,2,246,5,M,9,2.66
1,medium,Road,D,4,2,261,5,M,5,2.37
0,low,Road,F,5,1,239,5,F,6,4
0,low,Road,A,5,3,245,5,M,8,3.24
1,medium,Road,B,5,3,237,5,F,2,4.12
1,low,Flight,C,7,3,307,4,M,1,3.95
0,low,Flight,F,5,2,252,5,F,10,3.46
0,low,Flight,D,5,5,225,5,M,7,2.58
1,low,Flight,F,6,4,258,4,F,7,3.81
1,medium,Flight,A,7,1,254,4,M,6,2.82
1,low,Flight,B,5,3,232,5,F,1,4.05
0,medium,Flight,C,7,1,255,4,F,3,3.2
0,low,Flight,F,5,1,235,5,F,10,4.23
0,medium,Flight,D,7,5,269,4,M,2,3.51
0,low,Flight,F,6,2,243,4,M,4,3.9
1,low,Flight,A,7,2,253,4,M,1,2.85
0,medium,Flight,B,5,1,266,5,F,2,3.96
1,low,Flight,C,5,3,154,4,F,3,2.35
0,low,Flight,F,4,3,245,5,M,4,3.24
1,medium,Flight,D,4,5,275,5,F,8,2.41
1,medium,Flight,F,6,1,261,4,M,10,2.84
0,low,Flight,A,4,5,273,5,M,2,3.18
1,low,Flight,B,6,4,303,5,M,5,2.63
1,low,Flight,C,5,1,255,5,M,3,3.47
1,low,Flight,F,4,4,225,5,F,1,3.25
0,low,Flight,D,4,5,233,6,M,8,2.59
1,low,Flight,F,6,1,285,4,F,3,3.19
1,medium,Ship,A,5,5,272,4,M,10,3.05
1,medium,Ship,B,7,5,273,4,M,9,2.93
1,low,Ship,C,4,3,253,6,F,4,3.94
0,medium,Ship,F,6,2,279,4,F,4,2.53
0,low,Ship,D,4,2,235,5,M,8,2.25
1,low,Ship,F,4,1,255,5,F,9,3.95
0,low,Ship,A,7,5,301,4,F,7,3.81
1,medium,Ship,B,7,1,245,4,M,4,3.64
0,low,Ship,C,7,5,265,4,F,1,3.53
1,medium,Ship,F,4,4,252,5,M,2,4.4
0,medium,Ship,D,6,1,281,4,M,2,3.51
0,medium,Ship,F,6,2,269,4,F,10,2.57
1,medium,Ship,A,4,2,271,5,M,4,3.6
1,medium,Ship,B,5,2,239,5,F,6,3.01
1,low,Ship,C,7,5,293,4,F,2,2.38
1,medium,Ship,F,4,1,165,5,F,1,9.19
0,low,Ship,D,3,3,202,4,F,9,10.84
0,low,Ship,F,4,4,201,3,F,2,11.87
0,low,Ship,A,5,5,161,3,F,5,10.37
0,low,Ship,B,5,5,193,3,F,3,11.1
1,low,Ship,C,3,1,152,3,M,1,10.91
1,medium,Ship,F,4,4,189,2,M,3,12.87
1,low,Ship,D,3,1,159,3,M,10,10.55
0,low,Ship,F,5,1,259,3,M,1,12.62
0,medium,Ship,A,3,2,224,3,M,8,12.94
1,medium,Ship,B,4,4,172,2,F,3,12.21
0,medium,Ship,C,4,5,148,3,F,5,11.5
0,medium,Ship,F,4,3,274,3,F,8,9.43
0,low,Ship,D,3,1,207,4,F,9,12.98
1,medium,Ship,F,4,5,159,5,F,2,12.46
1,low,Ship,A,3,1,198,3,M,3,10.95
0,medium,Ship,B,4,5,196,2,F,3,12.14
1,low,Ship,C,5,1,137,2,M,9,10.1
0,medium,Ship,F,3,3,192,3,M,4,12.08
0,low,Ship,D,3,4,214,3,F,1,12.61
1,medium,Ship,F,6,3,267,4,M,2,13.04
1,medium,Ship,A,3,5,205,3,F,9,10.06
0,medium,Ship,B,2,4,102,4,F,6,11.95
0,medium,Ship,C,3,2,150,2,M,5,11.61
0,low,Ship,F,5,1,176,3,M,3,13.05
0,high,Ship,D,3,3,169,3,M,1,10.24
0,medium,Ship,F,4,4,151,3,F,5,10.43
0,low,Ship,A,3,5,243,3,M,1,10.19
0,low,Ship,B,4,2,150,2,F,2,11.69
1,low,Ship,C,4,3,229,2,M,6,9.32
0,low,Ship,F,6,2,164,4,M,6,11.61
1,low,Ship,D,3,5,220,3,F,9,12.5
0,medium,Ship,F,3,1,187,3,M,7,10.16
1,low,Ship,A,5,4,255,3,F,1,12.73
0,medium,Ship,B,5,4,252,3,M,2,9.18
0,medium,Ship,C,5,5,242,4,F,2,11.81
0,low,Ship,F,3,1,162,3,M,7,11.18
1,medium,Ship,D,3,2,219,3,M,1,10.84
1,low,Ship,F,4,2,248,3,M,2,11.08
1,medium,Ship,A,4,3,228,3,F,1,11.92
0,medium,Ship,B,4,4,149,2,F,2,12.97
0,medium,Ship,C,3,5,206,3,F,9,12.68
1,medium,Ship,F,3,1,204,3,M,4,10.18
0,medium,Ship,D,5,3,222,4,M,2,8.95
1,medium,Ship,F,3,5,248,2,M,1,9.06
1,medium,Ship,A,3,3,225,3,F,7,10.94
0,high,Ship,B,3,2,244,2,F,9,9.13
0,medium,Ship,C,2,3,184,4,M,3,10.4
1,low,Ship,F,4,5,223,3,M,9,12.45
0,medium,Ship,D,4,2,133,6,F,9,10.76
0,medium,Ship,F,4,3,164,4,M,1,9.39
0,medium,Ship,A,3,5,222,4,F,9,9.36
0,low,Ship,B,2,1,198,2,M,8,9.53
1,low,Ship,C,5,5,198,3,F,5,10.48
0,medium,Ship,F,5,1,193,6,F,4,13.15
1,low,Ship,D,5,1,149,3,F,9,11.4
1,medium,Ship,F,4,4,265,4,F,6,10.16
0,low,Ship,A,3,3,187,2,F,7,10.71
0,medium,Ship,B,4,5,198,2,F,9,9.06
0,medium,Ship,C,3,4,177,3,F,1,10.95
0,low,Ship,F,5,3,255,4,F,5,12.94
0,medium,Ship,D,3,2,141,2,F,7,11.53
1,medium,Ship,F,3,2,180,2,F,4,10.49
1,high,Ship,A,3,4,254,3,M,4,12.85
0,medium,Ship,B,2,3,211,2,M,2,10.17
0,medium,Ship,C,3,4,238,2,M,7,13.17
0,medium,Ship,F,4,4,239,3,M,6,12.42
1,medium,Ship,D,4,3,175,2,M,3,10.94
0,low,Ship,F,5,2,238,2,M,5,12.57
1,medium,Ship,A,6,4,268,4,M,5,9.1
1,medium,Ship,B,4,5,142,2,M,10,11.97
0,medium,Ship,C,3,2,186,2,M,3,12.59
1,medium,Ship,F,4,3,154,3,F,4,10.73
1,low,Ship,D,4,4,229,2,F,9,12.5
1,low,Ship,F,3,4,264,3,M,8,10.09
0,medium,Ship,A,4,3,196,3,F,8,12.22
1,medium,Ship,B,5,2,169,2,M,4,13.23
0,low,Ship,C,3,5,168,3,M,8,12.96
0,high,Road,F,3,4,226,2,F,8,12.77
1,low,Road,D,5,4,189,2,F,4,12.29
1,low,Road,F,4,4,183,2,F,7,10.08
0,low,Road,A,3,1,228,2,F,7,10.97
1,low,Road,B,3,2,260,2,M,7,12.24
0,medium,Road,C,4,2,112,2,F,8,10.14
0,medium,Road,F,5,5,221,3,M,9,11.67
1,low,Road,D,4,5,258,3,M,8,8.92
0,medium,Road,F,4,2,133,3,F,5,13.12
0,low,Road,A,3,1,139,3,F,4,10.29
0,medium,Road,B,5,1,251,4,M,10,13.08
0,high,Road,C,5,1,258,3,M,3,10.82
1,medium,Road,F,4,2,229,2,F,7,10.7
1,low,Road,D,6,4,220,4,M,5,12.05
1,low,Road,F,5,3,160,3,F,10,9.74
0,medium,Road,A,3,1,154,3,M,4,10.21
0,low,Road,B,5,3,197,5,F,1,12.3
0,low,Road,C,4,4,141,3,M,10,9.46
1,medium,Road,F,3,2,199,2,F,7,12.19
0,low,Road,D,4,3,187,6,F,9,12.95
0,medium,Road,F,3,4,136,3,M,6,10.21
0,medium,Road,A,3,4,232,5,M,9,12.7
1,low,Flight,B,3,2,257,2,F,9,11.21
0,medium,Flight,C,4,1,156,2,M,4,11.52
0,low,Flight,F,3,5,179,3,M,2,10.83
0,low,Flight,D,5,5,182,3,F,9,11.88
0,low,Flight,F,4,4,209,6,F,7,10.7
0,medium,Flight,A,5,5,137,3,F,5,10.61
0,medium,Flight,B,5,2,174,5,M,8,10.26
1,medium,Flight,C,3,4,251,3,M,5,12.36
0,medium,Flight,F,5,4,220,2,M,8,11.18
1,low,Flight,D,3,3,196,4,F,9,12.41
0,medium,Flight,F,3,1,162,3,F,10,12.62
1,medium,Flight,A,4,2,242,2,F,8,11.56
0,medium,Flight,B,4,3,226,3,M,10,11.7
1,medium,Flight,C,3,1,101,3,M,7,9.42
0,medium,Flight,F,5,2,226,3,F,1,12.02
0,high,Flight,D,5,3,280,6,M,5,10.11
1,high,Flight,F,4,2,257,2,M,3,9.06
0,low,Flight,A,5,5,185,5,M,5,8.99
0,low,Flight,B,3,2,199,3,F,8,11.97
1,high,Flight,C,3,2,273,3,M,8,12.69
0,medium,Flight,F,4,5,229,4,F,6,9.16
1,medium,Flight,D,3,3,199,3,F,1,8.83
0,low,Ship,F,3,1,151,3,F,7,8.98
1,high,Ship,A,5,1,213,2,F,10,12.36
0,medium,Ship,B,3,4,151,3,F,3,10.89
0,low,Ship,C,4,2,212,3,M,5,11.93
1,low,Ship,F,4,3,175,3,F,9,10.67
1,low,Ship,D,3,3,182,4,F,2,10.46
0,medium,Ship,F,5,2,211,2,F,2,11.19
0,medium,Ship,A,3,1,160,3,F,5,12.18
0,medium,Ship,B,3,5,268,2,F,10,13
0,medium,Ship,C,3,5,188,4,M,3,8.89
1,medium,Ship,F,3,2,234,3,M,5,10.49
0,low,Ship,D,5,1,151,4,M,5,10.03
0,medium,Ship,F,3,3,150,2,M,9,9.04
1,low,Ship,A,3,5,268,3,F,6,9.2
0,low,Ship,B,2,4,248,3,F,7,9.13
1,medium,Ship,C,3,3,232,2,F,8,12.22
0,medium,Ship,F,5,2,164,3,F,6,9.48
1,medium,Ship,D,3,3,211,3,M,3,11.86
0,medium,Ship,F,3,5,195,2,F,9,12.86
0,low,Ship,A,4,5,208,2,F,4,12.86
0,medium,Ship,B,3,1,176,2,F,4,12.62
0,medium,Ship,C,5,2,258,3,F,8,10.85
0,medium,Ship,F,4,4,224,3,F,1,9.33
1,medium,Ship,D,4,4,263,3,M,1,11.65
1,medium,Ship,F,3,1,203,10,F,7,13.04
0,medium,Ship,A,4,4,266,7,F,10,13.01
0,medium,Ship,B,6,1,189,3,F,9,11.72
0,medium,Ship,C,3,1,242,8,F,8,11.91
1,medium,Ship,F,4,2,265,4,F,3,9.08
1,low,Ship,D,3,2,138,10,M,1,12.61
1,low,Ship,F,4,4,268,3,F,9,9.08
1,high,Ship,A,4,3,211,7,M,9,12.46
1,low,Ship,B,6,3,137,8,F,6,13.21
1,low,Ship,C,4,5,234,5,F,2,2.4
1,low,Ship,F,5,4,242,5,M,1,3.46
0,low,Ship,D,7,2,307,4,M,8,3.42
0,low,Ship,F,6,1,260,4,F,6,3.89
0,low,Ship,A,4,4,239,5,F,6,2.73
0,low,Ship,B,6,2,305,4,F,9,3.45
0,low,Ship,C,5,2,254,6,M,5,4.16
1,low,Ship,F,2,1,258,5,M,10,2.69
1,low,Ship,D,5,3,267,6,F,8,3.13
0,low,Ship,F,4,3,246,5,M,7,2.5
1,low,Ship,A,4,3,246,5,F,1,3.69
1,medium,Ship,B,4,4,261,5,F,2,3.73
1,low,Ship,C,5,5,239,5,M,6,4.16
1,low,Ship,F,5,5,245,5,M,5,3.04
1,medium,Ship,D,5,1,237,5,F,8,2.54
1,low,Ship,F,7,3,307,4,F,1,3.5
1,low,Ship,A,5,4,252,5,M,2,4.07
0,low,Ship,B,5,2,225,5,M,5,2.24
0,low,Ship,C,6,4,258,4,M,9,2.43
1,medium,Ship,F,7,5,254,4,F,6,3.29
0,low,Ship,D,5,1,232,5,M,6,3.15
1,medium,Ship,F,7,1,255,4,F,8,2.4
0,low,Ship,A,5,3,235,5,M,4,4.39
1,medium,Ship,B,7,1,269,4,M,4,2.46
1,medium,Ship,C,3,1,211,3,M,1,10.78
0,medium,Ship,F,3,4,195,2,F,10,8.89
0,low,Ship,D,4,5,208,2,M,1,8.9
1,medium,Ship,F,3,5,176,2,F,8,12.34
0,medium,Ship,A,5,1,258,3,F,8,12.55
1,medium,Ship,B,4,3,224,3,F,6,11.14
0,medium,Ship,C,4,3,263,3,M,3,10.31
0,medium,Ship,F,3,5,203,10,F,1,11.01
1,medium,Ship,D,4,4,266,7,M,3,12.5
0,medium,Ship,F,6,3,189,3,F,3,11.16
0,medium,Ship,A,3,1,242,8,M,4,10.9
1,medium,Ship,B,4,2,265,4,F,10,10.09
1,low,Ship,C,3,1,138,10,F,4,9.91
0,low,Ship,F,4,3,268,3,F,10,13.22
1,high,Ship,D,4,1,211,7,M,4,9.87
1,low,Ship,F,6,4,137,8,F,9,9.64
1,low,Ship,A,4,5,234,5,F,3,3.24
0,low,Ship,B,5,1,242,5,F,8,4
1,low,Ship,C,7,1,307,4,M,4,3.02
0,low,Ship,F,6,3,260,4,F,1,3.91
0,low,Ship,D,4,5,239,5,M,6,2.95
0,low,Ship,F,6,2,305,4,M,2,2.64
0,low,Ship,A,5,1,254,6,M,1,2.25
0,low,Ship,B,2,3,258,5,F,6,3.81
0,low,Ship,C,5,1,267,6,M,3,3.97
1,low,Ship,F,4,5,246,5,F,2,2.26
0,low,Ship,D,4,3,246,5,M,5,3.08
0,medium,Ship,F,4,4,261,5,F,2,4.03
0,low,Ship,A,5,3,239,5,M,10,3.93
1,low,Ship,B,5,5,245,5,M,10,2.84
0,medium,Ship,C,5,3,237,5,F,4,3.45
0,low,Ship,F,7,1,307,4,M,2,4.37
0,low,Ship,D,5,1,252,5,M,4,2.88
0,low,Ship,F,5,4,225,5,F,6,4.41
0,medium,Ship,A,6,3,281,4,F,8,4.15
1,medium,Ship,B,6,5,269,4,F,7,2.75
0,medium,Road,C,4,1,271,5,F,3,2.93
1,medium,Road,F,5,2,239,5,F,6,2.89
1,medium,Road,D,7,5,308,4,M,1,3.26
1,low,Road,F,6,1,256,4,F,7,3.02
1,medium,Road,A,4,5,251,5,F,7,2.36
1,medium,Road,B,5,3,270,5,M,9,3.89
0,low,Road,C,6,4,289,4,F,1,3.65
0,medium,Road,F,6,4,253,4,F,6,4.32
0,medium,Road,D,7,3,305,4,F,5,2.64
0,low,Road,F,3,4,219,6,F,2,4.05
0,medium,Road,A,4,1,231,5,F,10,2.52
1,medium,Road,B,6,4,298,4,F,8,3.17
0,low,Road,C,6,5,282,4,M,4,2.28
0,low,Road,F,5,3,240,5,M,4,3.06
0,medium,Road,D,5,2,223,5,F,6,4.15
0,low,Road,F,4,1,226,5,M,9,3.37
0,low,Road,A,5,5,253,5,F,4,3.27
0,low,Road,B,6,4,249,4,M,2,3.34
0,medium,Road,C,6,4,294,4,M,5,2.59
0,low,Road,F,5,1,225,5,M,2,3.99
1,low,Road,D,6,5,253,4,M,2,4.17
0,medium,Road,F,5,1,236,5,M,10,4.32
1,low,Flight,A,7,2,284,4,F,1,2.39
1,low,Flight,B,5,2,244,5,M,1,4.13
1,low,Flight,C,6,3,269,4,F,4,4.29
0,low,Flight,F,6,5,308,4,F,7,2.38
0,low,Flight,D,6,4,270,4,F,10,3.74
1,low,Flight,F,5,3,238,5,M,1,4.12
0,low,Flight,A,4,5,295,3,F,2,3.73
1,low,Flight,B,2,2,310,3,M,1,3.41
0,medium,Flight,C,6,2,290,4,M,1,2.45
0,high,Flight,F,7,2,288,4,M,4,2.91
0,low,Flight,D,6,5,299,4,M,2,2.63
1,low,Flight,F,6,5,243,4,F,6,4.18
0,low,Flight,A,5,3,229,5,F,1,2.64
1,medium,Flight,B,6,2,288,4,M,9,3.1
1,low,Flight,C,6,3,276,4,M,6,3.68
0,medium,Flight,F,7,4,270,4,F,5,3.83
1,medium,Flight,D,4,3,246,5,M,10,3.63
0,low,Flight,F,5,5,269,5,M,5,3.84
1,low,Flight,A,5,3,241,5,F,2,4.04
0,medium,Flight,B,4,4,248,5,M,2,3.64
0,medium,Flight,C,6,2,271,4,M,3,3.61
0,medium,Flight,F,4,5,250,5,M,6,3.66
1,medium,Ship,D,5,5,229,5,M,2,4.35
0,low,Ship,F,7,3,296,4,M,4,3.07
0,low,Ship,A,6,1,307,4,F,3,4.36
0,low,Ship,B,7,1,258,4,F,3,3.27
0,medium,Ship,C,6,2,255,4,F,3,2.99
